recipe_id,name,meal_type,minutes,n_steps,n_ingredients,calories,protein,carbs,fat,sugar,is_vegetarian,is_vegan,is_gluten_free,is_dairy_free,is_low_carb,is_healthy
108065,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
152450,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
403652,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
275826,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
193253,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
76792,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
281968,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
99132,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
14099,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
201473,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
6738,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
227883,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
56964,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
141106,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
110568,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
179802,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
484058,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
203634,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
289437,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
503721,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
305393,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
150744,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
293330,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
74694,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
68190,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
135369,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
285087,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
470787,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
358683,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
458717,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
22598,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
437737,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
129163,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
282065,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
257310,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
180262,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
146444,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
248556,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
168082,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
92023,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
35888,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
99355,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
316180,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
333705,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
359127,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
17691,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
284628,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
59541,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
190651,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
338407,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
454323,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
160330,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
54410,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
73544,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
345403,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
67948,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
33093,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
182508,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
12896,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
383303,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
373442,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
51641,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
364620,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
107153,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
117496,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
193833,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
189073,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
72659,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
346674,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
113161,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
126319,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
72916,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
443278,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
285013,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
213135,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
257491,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
181761,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
17973,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
98500,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
293005,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
119994,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
28423,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
222201,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
178411,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
66791,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
38839,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
391271,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
65810,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
152996,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
224958,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
387034,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
264803,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
89662,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
91098,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
318514,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
358428,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
95330,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
53269,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
245523,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
210242,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
54431,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
235289,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
374664,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
211031,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
169016,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
485107,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
330912,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
163279,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
111537,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
27609,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
345367,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
405609,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
77489,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
205809,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
319522,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
23469,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
121972,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
225207,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
448995,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
198182,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
270356,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
36333,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
309742,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
16149,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
49367,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
348192,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
284698,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
336194,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
123221,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
418852,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
177726,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
141822,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
194168,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
256105,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
363369,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
139904,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
410371,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
282376,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
187622,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
302675,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
74114,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
13471,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
275854,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
453943,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
190544,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
227359,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
324962,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
211826,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
66416,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
284224,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
376669,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
93332,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
378310,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
53398,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
448742,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
479384,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
56549,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
57330,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
72453,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
272232,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
195511,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
123937,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
2780,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
58902,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
271920,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
476075,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
38990,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
312421,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
18348,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
104204,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
386169,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
58712,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
61962,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
157898,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
307065,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
116522,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
140961,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
61278,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
197580,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
342573,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
349944,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
114412,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
193809,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
49341,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
208217,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
321245,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
281149,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
183550,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
265887,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
345109,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
2595,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
199416,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
201030,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
177640,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
158997,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
253283,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
323036,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
402088,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
44107,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
300668,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
332138,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
94092,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
120101,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
92228,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
374883,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
282568,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
166735,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
411839,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
58598,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
52967,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
460278,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
333431,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
216057,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
52395,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
50224,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
368572,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
25993,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
399507,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
471495,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
357505,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
466209,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
65377,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
296570,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
74157,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
399814,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
34919,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
182382,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
203914,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
416720,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
176050,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
173755,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
415278,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
271945,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
334058,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
150740,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
70691,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
287323,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
335285,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
275773,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
218091,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
188172,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
173582,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
140034,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
114936,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
424581,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
204466,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
180301,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
373063,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
125402,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
283272,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
235184,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
49774,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
240572,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
333403,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
276313,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
209417,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
187031,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
486738,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
219799,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
115809,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
19177,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
436800,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
130001,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
146183,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
90839,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
460214,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
156571,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
207258,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
96491,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
109959,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
121945,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
187143,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
404253,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
361007,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
426288,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
67470,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
118422,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
334469,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
132064,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
324118,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
313178,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
152359,Unknown Recipe,other,30,5,8,300,15,40,12,10,False,False,False,False,False,False
