user_id,num_recipes,avg_rating
8688,128,4.90625
8714,1,4.0
8763,1,4.0
8836,1,4.0
8937,2,4.0
8971,1,5.0
9121,2,5.0
9225,2,4.5
9237,1,5.0
9328,2,2.5
9333,1,5.0
9406,1,5.0
9448,2,4.5
9453,1,5.0
9466,1,4.0
9468,1,3.0
9579,19,4.7368421052631575
9580,6,5.0
9590,1,5.0
9622,1,5.0
9670,10,4.8
9679,1,5.0
9717,18,5.0
9748,7,4.857142857142857
9841,2,4.5
9869,112,4.875
9926,1,5.0
10033,34,4.794117647058823
10053,1,5.0
10097,1,4.0
10099,1,4.0
10113,16,4.75
10216,2,5.0
10260,2,5.0
10291,1,4.0
10306,1,5.0
10310,1,4.0
10314,1,5.0
10320,2,5.0
10332,4,2.75
10356,1,5.0
10394,1,2.0
10404,30,4.966666666666667
10466,1,3.0
10678,1,5.0
10701,1,5.0
10751,1,4.0
10802,1,5.0
10808,1,3.0
10864,2,4.0
10934,3,4.666666666666667
10951,2,3.5
10962,1,0.0
10979,2,5.0
11009,9,4.333333333333333
11044,4,5.0
11061,1,0.0
11109,1,0.0
11119,1,5.0
11176,31,4.516129032258065
11221,1,0.0
11291,1,2.0
11295,1,4.0
11297,47,4.76595744680851
11299,1,2.0
11306,1,5.0
11368,3,1.6666666666666667
11455,2,5.0
11461,10,4.4
11498,1,5.0
11511,2,2.5
11543,2,4.5
11674,1,0.0
11702,1,4.0
11727,1,5.0
11787,1,4.0
11811,1,4.0
11815,2,5.0
11842,2,4.0
11882,2,5.0
11989,3,5.0
12038,1,0.0
12076,3,5.0
12118,5,4.6
12120,1,5.0
12129,4,5.0
12200,1,0.0
12250,1,5.0
12383,1,0.0
12392,1,4.0
12481,4,5.0
12491,1,5.0
12547,2,5.0
12619,3,4.666666666666667
12625,1,4.0
12628,1,4.0
12657,26,4.346153846153846
12666,1,5.0
12756,1,5.0
12777,2,2.0
12790,1,5.0
12866,1,5.0
12875,3,5.0
12882,8,4.25
13011,3,4.0
13029,4,4.75
13063,14,4.642857142857143
13301,2,3.0
13318,1,5.0
13340,1,5.0
13348,1,5.0
13483,93,4.408602150537634
13504,1,4.0
13506,1,5.0
13593,28,4.892857142857143
13605,1,3.0
13625,1,4.0
13667,1,5.0
13670,1,5.0
13705,3,5.0
13712,1,5.0
13736,1,5.0
13758,1,0.0
13765,1,5.0
13791,1,4.0
13796,34,4.647058823529412
13817,1,5.0
13828,1,4.0
13923,1,4.0
13933,4,4.75
13951,1,5.0
13970,1,3.0
14000,1,5.0
14015,1,3.0
14042,4,4.5
14059,4,3.5
14112,2,5.0
14144,1,5.0
14165,1,5.0
14175,1,5.0
14386,3,4.333333333333333
14410,26,4.461538461538462
14433,3,5.0
14583,1,5.0
14596,1,4.0
14613,4,4.5
14664,12,4.666666666666667
14749,1,5.0
14823,6,5.0
14836,1,4.0
14987,1,0.0
15023,1,5.0
15057,1,5.0
15064,1,0.0
15180,1,4.0
15242,1,5.0
15271,3,5.0
15292,1,5.0
15339,1,5.0
15374,1,5.0
15381,1,5.0
15404,1,4.0
15417,2,4.0
15451,1,0.0
15502,1,5.0
15511,2,5.0
15521,26,4.423076923076923
15572,23,4.086956521739131
15599,2,5.0
15609,3,4.333333333333333
15645,2,4.5
15647,2,5.0
15656,2,2.0
15694,5,4.0
15712,1,5.0
15718,2,4.5
15759,1,5.0
15814,3,3.3333333333333335
15820,3,4.666666666666667
15841,1,4.0
15851,22,4.136363636363637
15892,13,3.5384615384615383
15900,1,0.0
15913,1,5.0
15970,1,5.0
16058,1,5.0
16140,3,4.333333333333333
16202,1,0.0
16287,1,4.0
16334,3,5.0
16346,1,4.0
16408,3,4.333333333333333
16459,5,4.6
16481,1,0.0
16501,2,5.0
16510,1,5.0
16549,1,5.0
16582,4,4.5
16631,1,5.0
16653,1,5.0
16666,1,5.0
16673,1,5.0
16676,1,5.0
16758,2,2.5
16760,1,5.0
16766,1,5.0
16777,2,4.5
16818,1,5.0
16827,5,4.4
16908,1,5.0
16909,1,0.0
16927,1,4.0
17050,1,5.0
17055,1,0.0
17084,1,5.0
17088,1,0.0
17095,1,5.0
17104,1,1.0
17156,1,4.0
17206,3,4.666666666666667
17540,1,5.0
17608,6,4.833333333333333
17646,1,4.0
17652,1,5.0
17781,1,5.0
17803,148,4.493243243243243
17818,1,5.0
17984,1,3.0
18014,3,4.333333333333333
18108,2,5.0
18344,1,5.0
18391,54,4.611111111111111
18510,2,4.0
18549,2,5.0
18551,3,3.3333333333333335
18652,1,5.0
18660,11,4.909090909090909
18742,3,3.6666666666666665
18745,13,4.538461538461538
18765,2,5.0
18787,1,5.0
18977,1,4.0
19008,1,5.0
19013,1,5.0
19033,1,1.0
19043,2,2.0
19051,3,5.0
19060,1,5.0
19129,9,5.0
19152,3,4.333333333333333
19166,6,4.833333333333333
19185,3,4.666666666666667
19198,5,5.0
19340,1,4.0
19372,1,5.0
19407,1,5.0
19412,1,5.0
19419,2,5.0
19540,8,4.625
19584,2,4.5
19593,2,4.5
19602,1,3.0
19683,9,5.0
19694,1,2.0
19724,1,4.0
19754,1,5.0
19767,2,4.5
19774,4,5.0
19799,4,4.5
19995,1,5.0
20031,1,5.0
20064,1,5.0
20076,11,4.2727272727272725
20084,2,4.5
20092,2,4.0
20114,8,5.0
20129,1,5.0
20159,7,4.571428571428571
20160,5,5.0
20214,9,4.555555555555555
20236,1,4.0
20238,1,5.0
20268,1,5.0
20288,1,5.0
20325,1,3.0
20371,27,4.814814814814815
20375,2,5.0
20395,4,3.5
20425,1,4.0
20480,33,5.0
20554,1,5.0
20576,1,2.0
20591,1,3.0
20716,1,5.0
20754,65,4.6923076923076925
20759,1,5.0
20832,3,3.3333333333333335
20855,2,4.0
20893,3,5.0
20895,8,4.125
20920,1,5.0
21019,1,5.0
21087,1,4.0
21107,1,1.0
21121,2,5.0
21132,1,5.0
21171,1,5.0
21173,2,5.0
21267,1,4.0
21274,1,5.0
21294,1,5.0
21297,6,5.0
21320,2,5.0
21399,7,3.142857142857143
21421,3,5.0
21424,3,4.666666666666667
21443,6,4.166666666666667
21453,1,5.0
21462,3,4.666666666666667
21487,14,5.0
21492,2,4.5
21503,1,4.0
21523,1,5.0
21594,1,5.0
21618,3,5.0
21641,2,4.5
21656,3,4.666666666666667
21657,2,3.5
21675,1,0.0
21694,5,4.6
21714,1,5.0
21725,1,5.0
21730,12,4.0
21734,2,2.0
21738,2,0.0
21752,80,4.6875
21841,7,5.0
21853,1,5.0
21895,1,4.0
21987,1,5.0
22001,2,2.5
22015,89,4.730337078651686
22023,1,4.0
22038,1,5.0
22057,2,3.5
22059,1,5.0
22174,10,3.9
22242,1,5.0
22243,1,5.0
22278,1,0.0
22287,4,4.5
22302,1,5.0
22316,2,5.0
22370,1,5.0
22397,1,4.0
22412,1,5.0
22467,1,5.0
22468,1,5.0
22469,1,4.0
22504,2,5.0
22583,2,5.0
22602,2,5.0
22639,1,5.0
22642,8,4.875
22655,12,4.083333333333333
22666,1,5.0
22720,6,4.666666666666667
22724,8,5.0
22788,10,4.6
22845,2,4.5
22856,1,5.0
22868,2,5.0
22898,5,4.6
22918,1,5.0
22922,1,5.0
22973,34,4.9411764705882355
22995,4,5.0
23027,1,5.0
23060,1,5.0
23068,1,5.0
23102,3,5.0
23119,24,4.75
23139,1,0.0
23161,1,5.0
23199,1,5.0
23267,1,5.0
23293,2,5.0
23302,3,4.333333333333333
23326,1,0.0
23329,1,0.0
23333,13,4.769230769230769
23395,1,0.0
23414,1,3.0
23463,5,5.0
23466,6,4.5
23469,1,5.0
23479,4,4.0
23510,1,5.0
23526,1,5.0
23581,1,5.0
23641,1,5.0
23651,2,5.0
23668,1,1.0
23701,1,5.0
23728,9,5.0
23742,1,4.0
23790,1,2.0
23796,1,0.0
23889,1,4.0
23913,1,4.0
23956,1,5.0
24097,1,4.0
24217,1,5.0
24226,2,5.0
24230,2,4.5
24235,1,4.0
24237,1,5.0
24296,1,5.0
24323,3,4.0
24334,1,4.0
24385,1,0.0
24386,48,4.604166666666667
24485,5,3.0
24565,4,4.5
24624,1,4.0
24670,1,5.0
24808,1,5.0
24878,2,3.0
24923,3,3.6666666666666665
24928,6,3.8333333333333335
24942,1,5.0
24992,1,5.0
24995,7,3.5714285714285716
25017,5,4.4
25044,1,4.0
25045,3,5.0
25063,18,4.5
25115,1,5.0
25177,3,5.0
25229,1,5.0
25267,1,5.0
25319,1,5.0
25347,1,0.0
25356,12,4.166666666666667
25438,2,4.5
25442,1,3.0
25455,26,4.038461538461538
25467,2,5.0
25515,1,5.0
25601,2,5.0
25694,1,5.0
25724,2,5.0
25731,1,5.0
25784,1,5.0
25792,42,4.9523809523809526
25808,1,0.0
25812,2,4.0
25835,1,4.0
25836,1,5.0
25851,1,5.0
25919,1,4.0
25941,17,5.0
25983,2,5.0
25996,3,4.0
26041,16,4.8125
26058,1,4.0
26075,8,4.25
26091,1,5.0
26094,1,5.0
26095,1,5.0
26127,2,5.0
26234,1,5.0
26268,1,5.0
26278,20,3.85
26290,1,5.0
26309,1,3.0
26313,5,4.4
26314,3,5.0
26341,1,3.0
26372,1,4.0
26416,1,1.0
26451,6,4.666666666666667
26491,1,5.0
26496,1,5.0
26512,28,4.75
26517,1,5.0
26535,1,5.0
26584,4,3.5
26637,1,5.0
26646,2,1.5
26652,3,3.3333333333333335
26657,1,5.0
26696,1,5.0
26711,1,5.0
26719,11,4.7272727272727275
26723,1,5.0
26741,1,5.0
26779,1,5.0
26794,2,4.0
26804,1,4.0
26867,1,5.0
26923,1,5.0
26942,1,5.0
26946,1,5.0
27060,6,4.0
27124,3,5.0
27127,1,5.0
27130,1,5.0
27142,1,5.0
27163,2,3.5
27176,1,0.0
27186,1,5.0
27241,1,5.0
27283,1,5.0
27315,1,0.0
27316,1,5.0
27366,3,5.0
27369,1,4.0
27373,1,4.0
27378,1,5.0
27381,8,4.75
27385,4,5.0
27395,18,4.277777777777778
27411,1,4.0
27416,16,5.0
27441,1,3.0
27442,2,5.0
27443,24,4.916666666666667
27452,2,5.0
27454,1,3.0
27475,1,3.0
27532,1,5.0
27536,1,0.0
27559,3,3.3333333333333335
27564,5,4.8
27603,1,3.0
27614,1,0.0
27624,1,5.0
27629,1,5.0
27643,43,4.930232558139535
27661,1,3.0
27678,42,4.404761904761905
27694,1,5.0
27702,2,5.0
27711,1,5.0
27713,1,5.0
27744,4,4.75
27745,1,5.0
27756,1,5.0
27768,2,4.5
27779,1,5.0
27783,55,4.654545454545454
27798,6,4.666666666666667
27813,1,5.0
27843,1,5.0
27861,1,5.0
27906,1,5.0
27911,2,2.5
27922,8,5.0
27926,1,5.0
27961,15,4.8
27976,1,4.0
27982,2,4.5
28029,2,4.5
28077,1,4.0
28087,23,4.739130434782608
28120,1,5.0
28138,1,5.0
28168,4,3.5
28177,95,4.568421052631579
28181,1,5.0
28190,1,5.0
28201,16,4.75
28211,1,5.0
28239,1,5.0
28276,1,3.0
28309,1,0.0
28328,2,4.5
28339,4,5.0
28345,14,4.642857142857143
28346,42,4.380952380952381
28348,1,4.0
28373,2,5.0
28397,4,4.5
28408,1,5.0
28411,1,5.0
28419,2,4.5
28442,8,5.0
28455,15,4.866666666666666
28533,8,4.25
28545,1,4.0
28553,2,3.0
28557,2,5.0
28603,6,2.5
28604,10,3.5
28628,1,5.0
28636,45,4.955555555555556
28640,1,1.0
28649,34,4.794117647058823
28671,6,4.5
28691,1,5.0
28726,1,1.0
28729,12,4.916666666666667
28738,1,5.0
28744,1,5.0
28750,1,5.0
28772,1,4.0
28784,2,4.5
28811,4,5.0
28815,4,4.0
28818,2,5.0
28821,1,4.0
28846,8,4.25
28862,1,4.0
28898,2,4.0
28941,2,4.0
28995,9,4.555555555555555
29014,27,4.925925925925926
29022,1,5.0
29023,1,5.0
29032,1,5.0
29038,1,4.0
29056,1,5.0
29063,17,4.529411764705882
29088,2,4.5
29097,1,5.0
29101,1,5.0
29110,1,0.0
29129,1,4.0
29152,2,5.0
29166,6,4.833333333333333
29177,7,4.714285714285714
29196,130,4.384615384615385
29212,12,4.416666666666667
29229,1,0.0
29244,1,5.0
29268,4,4.25
29271,1,5.0
29291,3,5.0
29299,1,1.0
29300,12,3.8333333333333335
29308,1,5.0
29336,1,5.0
29356,6,4.833333333333333
29358,2,4.5
29361,3,3.0
29368,1,5.0
29377,2,5.0
29404,6,4.666666666666667
29405,4,4.5
29410,2,5.0
29418,11,4.818181818181818
29431,2,5.0
29450,4,5.0
29483,1,5.0
29488,1,4.0
29606,1,4.0
29615,1,5.0
29621,2,5.0
29655,14,4.785714285714286
29667,4,5.0
29682,1,0.0
29713,1,5.0
29754,1,5.0
29767,1,5.0
29782,107,4.747663551401869
29783,3,5.0
29794,3,4.666666666666667
29799,1,4.0
29813,5,4.4
29820,1,5.0
29828,1,5.0
29920,10,4.7
29956,19,4.631578947368421
30010,1,5.0
30067,1,5.0
30069,1,5.0
30080,5,5.0
30084,1,5.0
30090,1,4.0
30094,2,4.5
30113,1,5.0
30134,1,5.0
30186,1,5.0
30197,1,5.0
30208,1,5.0
30209,10,4.6
30217,1,5.0
30218,1,0.0
30220,1,5.0
30227,1,5.0
30228,4,4.5
30260,1,5.0
30271,1,5.0
30298,7,4.285714285714286
30407,3,4.666666666666667
30435,2,5.0
30439,1,5.0
30442,1,4.0
30453,1,5.0
30454,1,3.0
30471,1,5.0
30488,1,5.0
30503,13,4.846153846153846
30534,38,4.7894736842105265
30539,1,1.0
30567,1,5.0
30585,1,5.0
30586,1,5.0
30594,2,5.0
30613,1,0.0
30615,2,5.0
30618,1,4.0
30640,3,4.333333333333333
30643,1,5.0
30651,2,5.0
30658,1,5.0
30661,2,5.0
30674,2,5.0
30699,1,2.0
30715,1,5.0
30716,17,4.588235294117647
30727,1,3.0
30740,1,5.0
30746,1,5.0
30789,3,5.0
30855,1,5.0
30861,2,5.0
30865,1,5.0
30875,2,5.0
30890,1,5.0
30893,5,5.0
30896,2,5.0
30911,2,5.0
30914,1,5.0
30941,1,5.0
30954,2,5.0
30993,1,5.0
31014,1,5.0
31071,1,4.0
31097,1,5.0
31124,1,5.0
31138,1,5.0
31232,12,4.916666666666667
31261,10,4.9
31272,1,5.0
31316,9,3.3333333333333335
31331,1,5.0
31356,1,5.0
31364,7,5.0
31420,6,5.0
31436,3,5.0
31439,1,5.0
31460,3,4.666666666666667
31494,1,5.0
31497,2,5.0
31499,26,4.769230769230769
31521,1,5.0
31525,1,0.0
31545,1,5.0
31550,2,5.0
31558,3,1.6666666666666667
31611,1,5.0
31635,10,4.4
31663,2,4.5
31684,1,4.0
31688,2,2.5
31695,3,4.333333333333333
31721,1,5.0
31739,6,4.5
31767,2,4.5
31776,1,3.0
31795,1,5.0
31803,3,4.666666666666667
31807,12,3.75
31865,1,0.0
31883,2,4.5
31914,9,5.0
31940,1,5.0
31944,1,5.0
31969,1,5.0
31992,1,5.0
32058,30,4.866666666666666
32143,15,4.8
32198,1,5.0
32211,2,5.0
32253,1,5.0
32265,1,4.0
32312,1,5.0
32315,2,5.0
32323,3,2.6666666666666665
32326,1,1.0
32330,2,5.0
32411,1,2.0
32428,1,5.0
32439,1,4.0
32497,2,3.5
32558,1,4.0
32579,1,4.0
32581,2,4.5
32592,1,5.0
32594,1,5.0
32638,1,5.0
32673,2,5.0
32678,1,4.0
32680,1,5.0
32692,1,5.0
32694,1,5.0
32724,3,5.0
32725,1,5.0
32767,2,5.0
32769,4,4.5
32772,48,4.895833333333333
32781,2,5.0
32795,1,2.0
32800,1,5.0
32806,1,4.0
32850,1,5.0
32907,3,5.0
32946,2,4.5
33022,1,5.0
33072,1,5.0
33081,3,4.666666666666667
33123,1,5.0
33133,1,5.0
33135,8,4.375
33159,55,4.472727272727273
33186,4,0.0
33188,1,5.0
33229,1,3.0
33233,1,4.0
33254,1,5.0
33263,1,5.0
33270,2,5.0
33317,1,0.0
33369,1,5.0
33376,4,5.0
33396,1,5.0
33443,13,4.923076923076923
33485,1,0.0
33588,24,5.0
33722,4,5.0
33735,1,5.0
33801,1,4.0
33804,1,4.0
33816,1,5.0
33823,2,5.0
33839,1,5.0
33844,1,4.0
33907,1,5.0
33945,1,5.0
34025,15,4.933333333333334
34094,3,5.0
34122,11,4.818181818181818
34146,4,4.75
34200,1,5.0
34206,3,5.0
34214,5,3.6
34254,2,4.5
34259,2,4.5
34272,3,5.0
34273,2,4.5
34280,6,4.166666666666667
34357,6,4.166666666666667
34363,4,4.25
34389,1,4.0
34390,2,5.0
34584,1,4.0
34610,1,0.0
34645,1,5.0
34663,1,5.0
34687,3,5.0
34710,3,2.0
34725,2,5.0
34746,1,2.0
34781,1,5.0
34834,1,5.0
34875,1,4.0
34879,3,5.0
34930,2,5.0
34986,1,5.0
35006,1,0.0
35025,1,0.0
35069,1,1.0
35092,1,4.0
35093,6,4.333333333333333
35105,1,5.0
35106,18,3.3333333333333335
35112,1,5.0
35140,46,4.869565217391305
35166,2,5.0
35179,2,4.5
35193,19,4.684210526315789
35215,1,5.0
35251,3,5.0
35268,1,5.0
35281,2,2.5
35318,1,5.0
35365,1,0.0
35377,1,2.0
35414,4,4.75
35418,1,5.0
35486,1,4.0
35488,17,4.705882352941177
35499,3,5.0
35526,39,4.846153846153846
35547,1,5.0
35555,1,1.0
35588,2,4.0
35594,4,4.25
35617,5,4.0
35623,1,4.0
35630,1,5.0
35635,27,4.666666666666667
35659,1,5.0
35668,1,5.0
35701,18,4.888888888888889
35714,6,5.0
35729,2,5.0
35742,1,5.0
35751,1,5.0
35760,1,5.0
35794,4,4.75
35847,4,3.5
35848,14,4.857142857142857
35898,1,5.0
35902,1,4.0
35918,7,5.0
35948,1,5.0
35959,6,5.0
35965,15,4.333333333333333
35981,1,5.0
36018,1,5.0
36025,2,3.5
36048,1,5.0
36056,2,4.5
36063,1,5.0
36079,4,4.5
36113,1,5.0
36124,2,4.5
36127,4,5.0
36128,25,4.48
36174,1,5.0
36175,1,5.0
36177,1,4.0
36187,12,4.75
36228,1,5.0
36239,1,0.0
36262,1,5.0
36344,2,4.5
36347,1,4.0
36348,1,5.0
36384,1,5.0
36404,1,4.0
36429,1,5.0
36436,1,5.0
36449,1,5.0
36454,1,5.0
36479,1,4.0
36505,1,5.0
36540,2,3.5
36556,1,4.0
36557,1,5.0
36654,1,5.0
36662,1,5.0
36670,2,2.5
36690,2,4.0
36701,1,5.0
36707,1,4.0
36713,1,5.0
36715,1,5.0
36729,1,5.0
36738,3,5.0
36739,3,5.0
36742,1,4.0
36748,2,5.0
36752,1,5.0
36780,2,2.5
36803,5,4.0
36810,3,5.0
36818,1,0.0
36890,2,4.5
36919,2,4.5
36944,37,4.486486486486487
36949,1,4.0
36988,1,4.0
37016,1,5.0
37022,4,5.0
37026,5,5.0
37036,43,4.6976744186046515
37056,1,5.0
37072,7,4.857142857142857
37077,2,5.0
37078,2,5.0
37080,7,4.571428571428571
37092,3,5.0
37106,16,4.75
37107,6,4.666666666666667
37138,1,5.0
37146,1,4.0
37147,2,5.0
37183,8,4.875
37195,1,0.0
37210,1,4.0
37215,1,5.0
37220,1,5.0
37229,10,4.4
37275,5,4.6
37285,1,5.0
37298,1,0.0
37301,1,5.0
37305,60,4.133333333333334
37317,1,5.0
37331,3,5.0
37449,440,4.822727272727272
37454,1,5.0
37456,8,4.75
37463,2,5.0
37467,2,3.0
37469,1,5.0
37471,3,5.0
37481,1,4.0
37498,1,5.0
37502,4,4.75
37508,1,5.0
37535,1,5.0
37581,1,5.0
37584,2,4.5
37602,1,0.0
37608,1,5.0
37636,84,4.619047619047619
37640,2,4.0
37645,1,3.0
37671,1,5.0
37678,2,1.5
37691,1,1.0
37699,1,5.0
37713,4,5.0
37715,1,5.0
37721,4,5.0
37722,3,4.666666666666667
37753,1,5.0
37758,2,5.0
37779,93,4.709677419354839
37820,1,4.0
37862,2,4.5
37867,1,5.0
37868,33,4.696969696969697
37873,2,4.0
37909,1,5.0
37950,10,4.4
38000,1,5.0
38026,2,5.0
38028,1,5.0
38044,1,5.0
38049,1,0.0
38086,1,5.0
38089,1,5.0
38094,3,4.666666666666667
38126,1,0.0
38181,4,3.25
38182,10,4.5
38185,2,5.0
38186,1,5.0
38195,1,5.0
38218,23,5.0
38257,3,5.0
38260,1,5.0
38261,2,5.0
38265,2,4.0
38268,1,0.0
38276,1,5.0
38281,1,4.0
38285,1,5.0
38334,1,5.0
38397,1,0.0
38405,3,3.6666666666666665
38418,8,4.0
38438,1,0.0
38464,1,5.0
38492,1,0.0
38513,4,5.0
38532,1,5.0
38537,1,5.0
38574,7,4.571428571428571
38581,1,5.0
38643,21,4.476190476190476
38647,1,5.0
38685,1,5.0
38714,1,5.0
38717,8,5.0
38730,2,5.0
38745,10,4.5
38746,1,5.0
38748,1,5.0
38761,1,4.0
38766,1,5.0
38787,1,4.0
38793,1,1.0
38865,5,4.0
38901,5,3.6
38931,1,5.0
38937,3,5.0
38961,2,5.0
38971,2,5.0
38991,1,5.0
39014,1,1.0
39058,1,5.0
39063,1,4.0
39070,1,5.0
39080,1,5.0
39103,2,5.0
39116,5,3.8
39194,22,4.7727272727272725
39196,1,5.0
39210,1,4.0
39244,3,5.0
39255,2,5.0
39260,1,5.0
39261,6,5.0
39277,6,5.0
39301,19,4.842105263157895
39311,10,4.0
39322,5,5.0
39329,3,3.3333333333333335
39334,27,4.888888888888889
39341,2,1.5
39347,1,5.0
39350,1,5.0
39355,1,4.0
39389,8,4.5
39394,15,4.133333333333334
39404,1,5.0
39420,1,5.0
39426,1,5.0
39508,1,5.0
39512,1,5.0
39547,4,4.75
39549,1,0.0
39568,3,4.333333333333333
39599,2,5.0
39636,12,5.0
39653,2,5.0
39654,2,5.0
39664,1,5.0
39713,2,3.0
39733,13,5.0
39754,13,4.846153846153846
39762,12,4.75
39782,1,4.0
39787,1,5.0
39795,2,2.5
39823,1,5.0
39835,188,4.462765957446808
39857,3,5.0
39862,1,5.0
39864,1,5.0
39907,2,4.0
39934,3,4.666666666666667
39946,1,4.0
39949,15,4.533333333333333
39986,1,5.0
39992,2,4.5
40004,1,5.0
40047,3,4.0
40076,1,4.0
40103,1,4.0
40114,8,4.0
40119,1,3.0
40135,3,5.0
40151,1,5.0
40152,2,5.0
40166,1,4.0
40169,1,4.0
40211,6,4.333333333333333
40231,4,5.0
40237,1,5.0
40262,1,0.0
40281,1,5.0
40328,3,4.333333333333333
40334,1,5.0
40381,1,5.0
40404,1,5.0
40414,1,4.0
40432,1,5.0
40486,1,4.0
40493,3,5.0
40495,3,4.666666666666667
40503,1,5.0
40525,9,4.888888888888889
40533,9,4.777777777777778
40560,3,3.0
40576,4,3.25
40586,2,5.0
40587,2,4.5
40620,11,4.454545454545454
40700,1,5.0
40728,1,0.0
40732,1,5.0
40749,1,2.0
40763,2,5.0
40767,2,5.0
40773,1,3.0
40776,2,2.5
40779,1,4.0
40797,1,5.0
40798,1,5.0
40834,1,0.0
40871,1,5.0
40890,2,4.0
40899,1,4.0
40924,2,4.5
40939,3,5.0
40943,4,3.0
40961,12,5.0
40982,1,5.0
40984,1,3.0
41020,1,5.0
41033,1,5.0
41095,2,2.0
41131,1,0.0
41191,1,1.0
41218,17,4.352941176470588
41226,1,0.0
41228,5,4.4
41292,2,5.0
41296,3,3.6666666666666665
41318,1,5.0
41343,1,5.0
41379,2,5.0
41406,1,0.0
41409,9,4.777777777777778
41442,1,0.0
41468,3,5.0
41480,3,4.666666666666667
41487,3,5.0
41490,1,4.0
41503,4,5.0
41509,1,0.0
41525,2,4.5
41529,1,0.0
41531,14,4.071428571428571
41540,2,5.0
41560,2,4.5
41562,1,5.0
41564,1,5.0
41566,1,0.0
41568,1,4.0
41578,100,4.94
41602,2,2.5
41624,1,0.0
41630,2,5.0
41654,1,5.0
41680,1,3.0
41706,12,4.666666666666667
41738,6,4.5
41767,1,5.0
41773,1,3.0
41775,1,4.0
41790,2,4.5
41799,13,4.384615384615385
41809,35,5.0
41848,1,5.0
41850,1,5.0
41864,1,0.0
41874,3,4.666666666666667
41879,5,5.0
41885,1,5.0
41888,2,5.0
41894,12,5.0
41907,1,4.0
41917,1,5.0
41920,3,4.666666666666667
41978,2,5.0
41981,1,1.0
41984,14,4.857142857142857
42040,1,5.0
42058,6,5.0
42062,2,4.5
42089,1,5.0
42094,1,5.0
42098,1,0.0
42117,2,5.0
42170,4,5.0
42173,1,4.0
42177,1,5.0
42195,1,5.0
42217,2,3.5
42231,2,4.5
42247,1,5.0
42251,1,5.0
42290,4,4.25
42309,16,4.875
42337,13,4.461538461538462
42340,1,5.0
42343,1,5.0
42362,5,5.0
42366,3,4.666666666666667
42367,7,3.4285714285714284
42403,1,5.0
42470,2,4.5
42494,1,4.0
42504,5,4.8
42559,2,5.0
42586,6,5.0
42606,1,5.0
42650,1,5.0
42651,3,4.666666666666667
42661,3,5.0
42669,1,5.0
42681,1,5.0
42682,1,5.0
42688,1,1.0
42694,2,5.0
