interaction_id,user_id,exercise_id,rating,completed,sets,reps,weight,duration_minutes,timestamp
49,user_496,895,4.377967640895826,1,3,10,64.32882184423532,1,2025-06-16 20:00:57.582365
50,user_426,1636,3.568508709316729,1,4,11,27.396112732113377,2,2025-04-03 20:00:57.582910
51,user_498,753,3.223445072387034,1,2,9,31.89756302937613,2,2025-08-19 20:00:57.583432
52,user_616,825,4.476005546923347,1,2,12,96.75805515202475,4,2024-12-20 20:00:57.583432
53,user_456,2239,4.7262751237311855,1,4,11,37.201808579278314,7,2025-09-07 20:00:57.584471
54,user_663,2710,3.776429887919663,1,2,13,90.25529066795667,4,2025-05-09 20:00:57.585465
55,user_341,396,2.7802410622628613,1,2,11,1.083765148029836,9,2025-09-27 20:00:57.585465
56,user_264,2502,3.051784042221175,1,3,14,8.328441119525964,5,2025-09-04 20:00:57.586466
57,user_395,1492,3.133818007081562,1,4,8,11.3464602017448,5,2025-10-31 20:00:57.586466
58,user_185,2445,2.9549911256848604,1,4,10,11.706701642760587,9,2025-09-29 20:00:57.587448
59,user_953,2539,4.885215758283359,1,3,14,42.609147504694114,8,2025-06-25 20:00:57.588449
60,user_392,2842,2.7644808471908386,0,4,12,37.06421470668909,4,2025-07-20 20:00:57.588449
61,user_510,216,3.116024968678818,1,3,11,8.350071669866876,6,2025-06-28 20:00:57.589447
62,user_90,713,2.848837878961846,1,3,11,11.881791626807193,9,2025-12-11 20:00:57.589447
63,user_386,1996,3.997718585504852,1,2,14,47.77148908802277,9,2025-02-03 20:00:57.590450
64,user_928,933,4.679408316666365,1,2,12,32.268638827758366,6,2025-05-13 20:00:57.590450
65,user_202,2811,2.85682674191704,0,4,10,96.9302535619099,2,2025-10-26 20:00:57.591954
66,user_232,1549,3.551381834319347,1,4,11,95.87024074078462,8,2024-12-19 20:00:57.591954
67,user_971,667,3.7629149786254157,1,3,11,64.68483616687239,8,2025-06-09 20:00:57.592958
68,user_315,539,2.0436467414678905,1,2,12,91.09271844938425,6,2025-09-21 20:00:57.593465
69,user_882,255,4.181238229402651,1,2,9,8.274842003530614,2,2025-04-05 20:00:57.594468
70,user_876,1028,2.963194442104047,1,4,8,37.673896993794074,9,2025-01-04 20:00:57.594468
71,user_826,2842,2.8588894055063947,1,2,9,3.682186763599138,1,2025-02-04 20:00:57.596544
72,user_517,475,4.002621849859092,1,2,9,84.96473906774115,1,2025-09-18 20:00:57.598602
73,user_77,2504,4.023490296882371,1,4,12,60.617463445088006,1,2025-02-27 20:00:57.599600
74,user_33,2142,3.166157005989796,1,3,10,52.01635011119934,1,2025-10-19 20:00:57.600596
75,user_235,388,3.625756731721723,0,4,8,58.99558971376361,7,2025-05-19 20:00:57.601596
76,user_228,2900,4.574811539416541,1,3,13,60.808784954188525,2,2025-03-01 20:00:57.602596
77,user_334,2906,4.262605856345473,0,3,11,54.744630689911155,1,2025-01-11 20:00:57.604601
78,user_541,758,4.952953618463497,1,3,8,49.21162930795382,4,2025-10-04 20:00:57.605683
79,user_545,2100,3.113801160465246,1,3,10,57.96499344717384,3,2025-08-23 20:00:57.607186
80,user_760,2895,2.449374047576444,1,4,10,51.52360548642109,2,2025-10-12 20:00:57.607186
81,user_633,1028,4.243836637461647,1,3,12,3.180468148516513,6,2025-12-11 20:00:57.608780
82,user_644,2280,3.3930169778560413,1,3,12,32.1582764680029,9,2025-10-26 20:00:57.610787
83,user_120,2261,3.856429951288307,0,3,10,92.08724005318132,1,2025-11-16 20:00:57.611360
84,user_803,1280,3.090753488813655,1,4,14,92.40417591074332,7,2025-09-25 20:00:57.612368
85,user_215,364,2.612384103166156,0,4,10,71.33495858845524,7,2025-04-18 20:00:57.613384
86,user_362,1774,3.415115783087455,1,4,12,18.228387847595805,7,2025-03-14 20:00:57.613384
87,user_230,2133,3.1704542058061715,1,2,8,34.29268642782603,9,2025-10-05 20:00:57.614911
88,user_393,66,2.8509473653235173,1,3,9,55.77422659504374,8,2025-04-20 20:00:57.615944
89,user_594,2472,4.086421147686653,1,3,9,24.435315546465453,6,2025-04-27 20:00:57.615944
90,user_376,1312,2.8968805205220667,1,3,13,80.58648867411435,8,2025-02-04 20:00:57.616734
91,user_136,758,2.8610247910947213,0,4,12,98.23786169086064,6,2025-01-24 20:00:57.617240
92,user_467,1755,2.995604721848322,1,3,8,71.84572708365536,8,2025-11-16 20:00:57.618267
93,user_434,2220,4.225705599323749,1,3,9,32.367923640424365,3,2025-05-14 20:00:57.618267
94,user_224,531,3.7706903615285006,1,3,12,50.6103956359347,4,2025-01-13 20:00:57.619265
95,user_258,901,3.8466418003390914,1,3,12,6.337497047276774,2,2025-11-29 20:00:57.619934
96,user_167,1619,3.417846056032571,1,4,14,47.15761885501584,7,2025-09-09 20:00:57.620954
97,user_94,1604,3.435146572671191,1,3,13,93.29380670999547,9,2025-09-27 20:00:57.620954
98,user_546,2560,4.244022039689375,1,4,8,75.05019247653135,3,2025-05-13 20:00:57.621953
99,user_164,2052,3.790067047537601,1,3,9,90.7866130462516,9,2025-04-19 20:00:57.621953
100,user_41,2136,2.749606808791203,1,4,12,30.13778741641421,7,2025-10-10 20:00:57.623459
101,user_142,992,3.953509450955278,1,2,14,38.38912213732114,5,2025-08-30 20:00:57.623459
102,user_103,1970,2.0663240868154453,1,3,11,79.4025189270296,1,2025-04-25 20:00:57.624467
103,user_922,419,2.6176043065222747,1,2,8,70.69804612434591,7,2025-02-26 20:00:57.624467
104,user_253,2243,4.754885656229812,1,2,13,82.12573046720128,4,2024-12-12 20:00:57.625465
105,user_215,2062,4.201017240023461,1,2,12,22.92513952326415,2,2025-09-08 20:00:57.626454
106,user_626,2802,3.8530819866988555,1,4,13,90.84505613336283,6,2025-07-31 20:00:57.626983
107,user_711,2070,3.2585078650589803,1,3,10,15.33514031160802,8,2025-05-16 20:00:57.628009
108,user_622,1639,3.8910818092680395,1,4,9,77.1246668519738,9,2025-10-22 20:00:57.629008
109,user_28,2826,3.2951373095308942,1,3,12,98.48411989623345,4,2025-06-13 20:00:57.629008
110,user_824,1854,2.472681555566954,1,4,8,74.42496518432888,4,2025-02-02 20:00:57.630007
111,user_116,936,2.6352629488480845,1,2,9,91.98556164127605,2,2025-05-16 20:00:57.630007
112,user_474,417,4.080676612939452,0,4,10,24.822644275715188,9,2025-06-15 20:00:57.630007
113,user_709,1879,4.387736286244457,1,2,14,27.75871726294181,2,2025-10-24 20:00:57.631531
114,user_966,848,2.6004447145873675,1,2,14,59.53850173200438,7,2025-05-15 20:00:57.632242
115,user_317,2079,2.917732170975152,1,2,12,37.77259474401693,8,2025-11-23 20:00:57.632242
116,user_17,768,2.8725113912895726,1,2,9,49.7011948821249,3,2025-01-27 20:00:57.633881
117,user_643,1920,3.7519964942913444,1,4,14,75.32462207474508,3,2025-07-03 20:00:57.633881
118,user_379,2134,3.871591486037134,1,4,14,67.18927435987284,8,2025-10-19 20:00:57.634900
119,user_760,2626,3.512143290889695,1,4,9,80.53149673579051,8,2025-09-25 20:00:57.634900
120,user_287,2861,2.81951691709046,1,2,13,29.314773026101328,2,2025-12-05 20:00:57.636007
121,user_329,774,4.579664901682124,1,2,10,12.27768896627085,3,2025-11-06 20:00:57.636007
122,user_284,2747,3.2636918578462413,1,4,9,82.51073314226598,3,2025-08-15 20:00:57.637006
123,user_395,1555,3.130968805553413,1,3,13,36.275789466594546,5,2024-12-22 20:00:57.637961
124,user_499,2901,3.822483836176638,1,4,13,47.10654526938144,1,2025-08-19 20:00:57.639007
125,user_208,2573,4.128736617291329,1,3,12,40.255004359698056,9,2025-04-10 20:00:57.640004
126,user_277,2541,3.0092169665326964,1,4,12,1.8390676547466733,2,2025-08-06 20:00:57.641007
127,user_852,2089,4.173790852680836,1,3,9,55.417800251579344,9,2025-09-27 20:00:57.642003
128,user_598,341,4.128014867156938,1,2,12,17.53712786234496,1,2025-06-05 20:00:57.642647
129,user_633,1599,4.491345491972757,1,3,10,18.437092067896323,5,2025-02-23 20:00:57.643303
130,user_370,793,3.41220769412873,1,4,13,47.60504021990997,8,2025-04-10 20:00:57.644388
131,user_405,2116,3.9376931093282654,1,3,11,53.98427789081934,3,2025-04-29 20:00:57.645362
132,user_243,364,3.187292554725489,1,2,8,35.15401611342188,1,2025-05-09 20:00:57.645985
133,user_60,938,2.475585832959162,1,2,14,7.593341036962209,2,2025-04-27 20:00:57.645985
134,user_107,171,2.846107191660094,1,2,12,79.00135587918561,9,2025-02-04 20:00:57.645985
135,user_496,11,2.6705507890118985,1,4,14,80.65611478614497,7,2025-05-28 20:00:57.647541
136,user_199,2513,3.2367240691511268,1,2,9,3.94268113685059,7,2025-03-05 20:00:57.647541
137,user_85,249,3.9710475463311075,1,4,12,73.10236714582817,3,2025-06-19 20:00:57.648679
138,user_839,1521,4.678428387109444,1,4,10,31.910047324325564,7,2025-03-14 20:00:57.649677
139,user_525,1182,3.820281362987549,1,2,9,88.4998356523281,8,2025-06-12 20:00:57.649677
140,user_363,38,3.2062851983220613,1,2,12,62.58913764370091,2,2025-02-04 20:00:57.650677
141,user_738,545,2.0351577018429214,0,4,12,52.8937134027212,3,2025-11-03 20:00:57.650677
142,user_813,28,3.741355774949814,1,2,11,98.40834691992951,9,2024-12-18 20:00:57.651684
143,user_339,388,4.70467372009279,1,2,10,46.73107665376526,8,2025-07-07 20:00:57.651684
144,user_323,145,3.0331608494462197,1,4,9,79.79893221433834,5,2025-05-28 20:00:57.652680
145,user_806,1463,2.3963020841768126,1,4,13,61.34113892107077,9,2025-05-27 20:00:57.652680
146,user_563,771,4.583551457191818,1,3,10,17.652803200550828,9,2025-04-15 20:00:57.654895
147,user_505,2306,4.810554278893858,1,2,12,62.97779229961531,7,2025-06-18 20:00:57.656450
148,user_520,1043,4.710252123994928,1,4,10,22.444057183666068,8,2025-09-14 20:00:57.658276
149,user_328,579,2.714626853125262,1,3,10,87.74608626303804,3,2025-08-11 20:00:57.659408
150,user_540,1218,4.271749551394671,1,4,9,40.845321307069874,6,2025-01-18 20:00:57.660418
151,user_250,1199,4.541804826952736,1,3,12,22.018320194981133,5,2025-09-22 20:00:57.661418
152,user_113,1324,4.263466212936811,1,3,10,86.44928803073485,1,2025-03-25 20:00:57.662545
153,user_215,2383,2.7345656135398397,1,2,10,86.72942009598023,9,2025-03-18 20:00:57.663461
154,user_362,2604,4.533337344794577,1,3,11,15.86051052930737,9,2025-11-11 20:00:57.665002
155,user_534,425,4.584647795222836,1,4,12,74.35082562916078,2,2024-12-21 20:00:57.666045
156,user_257,588,3.8871431762153335,1,3,10,98.11861780274235,1,2024-12-17 20:00:57.667048
157,user_222,2913,3.001707375589205,1,2,10,12.844871809319136,3,2025-09-29 20:00:57.669011
158,user_232,1247,3.8244296530895805,1,2,12,78.88069818707443,4,2024-12-25 20:00:57.669518
159,user_483,1265,4.553694214169357,1,2,11,6.73506014687717,6,2025-06-02 20:00:57.670527
160,user_21,473,4.010200981841056,1,4,12,2.2123551528997254,6,2025-09-24 20:00:57.671665
161,user_927,2506,2.630062861768306,1,3,9,27.362666628166586,4,2025-09-04 20:00:57.672654
162,user_396,38,3.6493298670821677,1,3,14,68.0499302074713,6,2025-11-15 20:00:57.673663
163,user_706,2896,4.053839934863302,1,2,12,90.95245109478184,5,2025-09-19 20:00:57.674281
164,user_773,1682,3.448944269380171,1,2,10,3.113408288451136,9,2025-03-07 20:00:57.675291
165,user_523,1809,2.8967164157843355,1,4,11,18.552551570312115,1,2025-09-10 20:00:57.676431
166,user_308,519,4.284883640116102,1,4,12,13.124487768238758,5,2025-11-18 20:00:57.677426
167,user_827,377,4.223854280008657,1,3,14,48.152235151255006,7,2025-03-14 20:00:57.678066
168,user_893,1259,3.1827533674133464,1,4,13,58.19714019143988,5,2025-01-02 20:00:57.678066
169,user_583,394,2.2101384646441016,1,2,12,7.244688779455888,2,2025-09-08 20:00:57.679200
170,user_165,1567,4.607577504435877,1,2,10,48.0506947257829,8,2025-11-01 20:00:57.679200
171,user_400,2635,4.371042294261899,1,4,13,61.81557343181191,4,2025-07-04 20:00:57.680202
172,user_713,935,3.5618406660129094,1,2,12,7.857849715502074,6,2025-08-31 20:00:57.681213
173,user_193,89,3.018830116583969,1,3,14,20.01502442448101,7,2025-02-10 20:00:57.681213
174,user_871,1994,4.85084810426673,1,2,9,93.52018152994597,8,2025-06-17 20:00:57.682460
175,user_859,1107,3.6915725004361373,1,4,14,8.011484638467515,4,2025-05-18 20:00:57.683104
176,user_899,21,5.0,1,3,13,8.162998203058958,6,2025-11-30 20:00:57.683104
177,user_86,1560,3.655406090955216,1,3,10,97.58652558191314,4,2025-06-22 20:00:57.684240
178,user_903,2356,3.9878227038695084,1,3,10,22.845474133129873,8,2024-12-16 20:00:57.684240
179,user_58,1737,4.071135179305932,1,2,12,41.83997886676527,1,2025-01-14 20:00:57.685247
180,user_816,2909,3.9541203380002496,1,2,11,73.53502986657526,4,2025-07-13 20:00:57.686245
181,user_561,1712,3.251394860520378,1,2,11,2.9394445756507293,2,2025-04-28 20:00:57.686245
182,user_577,2382,2.91368635002959,1,4,9,91.2363345616691,3,2025-04-19 20:00:57.687246
183,user_529,2068,3.441829968743336,1,4,9,71.58249646820886,7,2025-02-17 20:00:57.688794
184,user_939,525,2.9872229645042774,1,2,14,59.291839983178185,7,2025-09-19 20:00:57.689837
185,user_129,837,3.586364509629682,1,2,8,39.90459461371111,3,2025-04-27 20:00:57.690835
186,user_260,2046,3.8583827401571935,1,4,14,23.46740382615511,3,2025-08-16 20:00:57.691837
187,user_269,2639,3.7688057800370207,1,3,11,82.88833658826094,1,2025-08-01 20:00:57.692975
188,user_275,1799,3.750379895317155,1,2,10,73.64020150656405,5,2025-05-22 20:00:57.694017
189,user_164,2352,3.4251108710567464,1,4,14,55.81402495938629,4,2025-01-12 20:00:57.695557
190,user_641,968,3.36381477181849,0,4,10,45.21990282834353,5,2025-10-14 20:00:57.696206
191,user_836,1184,3.0259729429036497,1,3,11,14.834320096208886,5,2025-04-14 20:00:57.697903
192,user_215,1274,3.4581638373512407,1,4,10,48.88465802569202,6,2025-01-06 20:00:57.698951
193,user_150,2431,3.1732442379489965,1,3,9,73.28989183413418,8,2025-01-05 20:00:57.698951
194,user_128,1014,2.6881155196520976,1,3,14,69.26259522261645,7,2025-08-15 20:00:57.700919
195,user_217,2474,3.957015676933393,1,3,9,61.78472402012139,8,2025-02-12 20:00:57.701915
196,user_743,587,4.099144688685933,1,2,10,94.08753563380648,5,2025-02-11 20:00:57.701915
197,user_68,2408,2.870197088775263,1,3,9,60.49539226905408,9,2025-07-04 20:00:57.703041
198,user_680,1112,3.1606786077251368,1,2,10,87.8515561301348,6,2025-08-02 20:00:57.704596
199,user_613,18,4.210960377117642,1,3,12,79.78136488586345,3,2024-12-12 20:00:57.705285
200,user_330,1367,3.489796475420433,1,2,11,60.98318054986945,5,2025-01-30 20:00:57.706931
201,user_604,1496,3.3325980808905116,1,2,10,22.726962726315147,3,2025-08-24 20:00:57.706931
202,user_841,961,2.87545213597203,1,3,13,91.42365159514699,9,2025-11-30 20:00:57.708664
203,user_132,303,2.6585038348244385,1,4,10,76.48832615421283,6,2025-02-13 20:00:57.710719
204,user_497,2411,3.3794642948933826,1,4,10,6.026739028956085,5,2025-07-24 20:00:57.711674
205,user_469,786,4.1405957119846875,1,2,11,25.677656772050796,4,2025-11-15 20:00:57.713677
206,user_668,2798,4.2278880997812776,0,3,9,39.99052068041562,4,2025-09-13 20:00:57.714675
207,user_344,349,4.489446769956363,1,4,11,18.143834769562694,7,2025-02-03 20:00:57.716194
208,user_240,444,3.698707351530186,1,2,9,11.230434441121917,7,2025-08-16 20:00:57.717196
209,user_276,2773,2.962427916594992,1,3,8,64.66059134228601,8,2025-08-13 20:00:57.718194
210,user_636,2729,3.862338388247285,1,2,11,27.48060355481361,3,2025-09-03 20:00:57.719705
211,user_59,2904,3.375687993537973,0,3,8,42.3944812913302,5,2025-06-20 20:00:57.720324
212,user_560,482,2.959870476896227,1,3,12,64.1971500443266,7,2025-07-05 20:00:57.721334
213,user_522,649,3.546635452729965,1,2,12,5.845461410855391,9,2025-03-29 20:00:57.722341
214,user_319,1826,4.836139618043425,1,2,14,72.45168513986181,7,2025-03-07 20:00:57.722341
215,user_699,2349,4.461466091104704,1,3,13,57.83869170064091,7,2025-08-25 20:00:57.723848
216,user_35,743,3.5653516543072508,1,2,10,34.35604747757039,7,2025-05-30 20:00:57.723848
217,user_780,2608,3.8578509171971938,1,2,11,23.3712081910433,5,2025-03-23 20:00:57.724855
218,user_229,1735,3.2313131676905513,1,4,13,66.94869551981901,7,2025-06-23 20:00:57.725858
219,user_769,2661,4.058927974812945,1,3,14,46.52056122837182,8,2025-07-15 20:00:57.725858
220,user_811,1465,2.5046538056811483,1,3,13,45.037093625818514,1,2025-07-29 20:00:57.725858
221,user_514,1679,4.314706792443394,1,4,11,97.41646286280155,6,2025-12-07 20:00:57.727365
222,user_871,1271,4.606548849989592,1,3,13,8.912443211601662,7,2025-02-27 20:00:57.727365
223,user_160,1012,4.070858456819952,1,3,11,70.87446977429764,4,2025-07-14 20:00:57.728372
224,user_113,2796,2.6478561459044054,1,2,8,30.552431065802356,4,2025-06-05 20:00:57.729507
225,user_406,1689,3.8805596260667015,1,4,13,91.93919732144174,6,2025-01-30 20:00:57.731081
226,user_100,243,4.040914679273783,1,3,13,72.14220673287318,3,2025-01-10 20:00:57.731081
227,user_6,947,3.9505551734044286,1,4,12,2.2893824976120247,2,2025-05-20 20:00:57.732933
228,user_787,2001,3.542947782915789,1,3,8,92.27571905133944,1,2025-08-24 20:00:57.733605
229,user_335,821,3.2373491164399764,1,4,10,39.86630277723131,9,2025-07-24 20:00:57.733605
230,user_116,2529,4.25387883515575,1,2,14,50.61418628402441,2,2025-01-30 20:00:57.734741
231,user_446,389,4.026994209222896,0,4,13,60.255316384286495,7,2025-02-28 20:00:57.734741
232,user_516,1953,3.6556666225185284,1,2,14,69.50352288585532,9,2025-09-20 20:00:57.735746
233,user_904,1122,2.9686715218987776,0,3,13,10.10458110106467,1,2025-03-27 20:00:57.736391
234,user_771,1638,3.6334969683616793,1,2,11,65.57236725616563,6,2025-04-25 20:00:57.736391
235,user_689,1508,3.6283549985175165,1,3,12,35.42362404447745,6,2025-11-28 20:00:57.737427
236,user_454,1764,4.209103306377268,1,3,10,41.85806216239353,6,2025-09-24 20:00:57.738452
237,user_660,2697,2.9490921289852152,1,4,12,21.52018720172375,5,2025-04-14 20:00:57.738452
238,user_492,2385,2.30602696971673,1,2,11,26.60192780053807,5,2025-03-05 20:00:57.739510
239,user_509,1731,2.618879268935209,1,3,10,37.58882851457693,4,2025-10-31 20:00:57.739510
240,user_20,2601,3.665463630670042,1,2,8,84.08715794259226,8,2025-03-10 20:00:57.740402
241,user_283,714,3.519952343698038,1,4,13,63.66696821672073,1,2025-01-03 20:00:57.740402
242,user_855,2514,3.697830464218344,0,4,10,65.90355342036808,3,2025-07-13 20:00:57.741910
243,user_16,1668,3.962091302090893,1,3,14,29.65355812876552,4,2025-05-15 20:00:57.741910
244,user_390,2546,3.7742951711996806,0,3,13,76.43726622217359,6,2025-08-23 20:00:57.742917
245,user_367,1246,2.78197325617506,1,2,8,38.19396396528959,2,2025-10-24 20:00:57.743420
246,user_803,2883,3.3208437185773247,1,3,14,96.84887775943838,5,2025-07-01 20:00:57.743420
247,user_651,1882,4.6123135436131655,1,3,12,58.24226582072465,2,2025-12-01 20:00:57.744465
248,user_521,782,3.114977223921106,0,4,13,43.940498969445215,9,2025-08-20 20:00:57.745553
249,user_789,2461,3.545848934517097,1,4,13,1.2714889986893518,5,2025-08-12 20:00:57.746189
250,user_543,1245,3.9164391431067944,1,2,13,84.19985528900615,8,2025-04-18 20:00:57.746189
251,user_646,662,3.14128997524415,1,4,13,75.31873359134028,9,2025-11-20 20:00:57.746189
252,user_859,769,3.1998439758763206,1,4,14,50.5852692951829,8,2025-10-29 20:00:57.747950
253,user_460,2325,3.6743215531040856,1,2,8,50.83605469162799,6,2025-11-23 20:00:57.747950
254,user_22,2460,3.081334999498766,1,2,14,16.08481739577462,8,2025-08-05 20:00:57.749091
255,user_875,1284,2.5718467152784252,1,4,9,65.75603127780231,9,2025-12-02 20:00:57.749091
256,user_404,2349,2.402058468982408,1,2,8,55.42265141320166,6,2025-04-22 20:00:57.750086
257,user_601,313,3.22230133411007,0,2,13,20.24805601652374,2,2025-11-22 20:00:57.750086
258,user_586,1778,2.9469690454809805,1,3,11,38.53758830473618,4,2025-11-22 20:00:57.751729
259,user_905,2583,4.610998560486751,1,3,12,66.30420045004922,6,2024-12-18 20:00:57.752739
260,user_404,2249,2.2371718427149525,1,2,14,87.42624706102377,3,2025-05-10 20:00:57.754281
261,user_740,335,4.631292051713591,1,3,9,59.936896566293385,3,2025-07-06 20:00:57.755292
262,user_187,59,4.54513725317213,1,2,11,78.48969771114676,6,2025-08-17 20:00:57.756289
263,user_926,867,2.2895077194636104,1,2,11,12.237675732517793,1,2025-06-12 20:00:57.757300
264,user_480,1169,2.7086815628502743,1,4,10,73.36158300423125,6,2025-02-14 20:00:57.758989
265,user_160,2448,3.914375412281457,1,4,10,68.59112710498637,7,2025-07-28 20:00:57.759996
266,user_601,836,2.755575289106863,1,2,10,2.4191763891355245,6,2025-05-28 20:00:57.760998
267,user_848,1900,2.440191283355494,1,4,9,85.27280198757113,3,2025-10-04 20:00:57.762997
268,user_348,1956,1.6429463497544567,1,3,9,8.060151375712465,7,2025-02-20 20:00:57.763996
269,user_930,640,2.6002508334182566,1,3,8,15.890816766935355,9,2025-11-11 20:00:57.765505
270,user_595,1687,2.840496166623588,1,3,13,3.6287622613502157,7,2025-07-02 20:00:57.766514
271,user_950,269,3.9908415702785742,1,3,14,44.973984245054,6,2025-10-29 20:00:57.767113
272,user_840,1836,3.5265287165076895,1,3,8,77.18577261816213,6,2025-08-07 20:00:57.768229
273,user_398,2001,4.016652649301732,1,4,11,12.798820853358638,7,2025-07-11 20:00:57.769227
274,user_491,895,2.9477593268115667,1,2,10,72.51557275511148,5,2025-02-10 20:00:57.769866
275,user_914,370,4.177790129284103,1,2,12,11.409578488793336,2,2025-08-17 20:00:57.769866
276,user_707,894,3.3164808757549133,1,2,12,22.740949586137894,9,2025-09-17 20:00:57.770903
277,user_176,528,2.7752119808873594,1,3,13,84.69187280885599,5,2025-12-07 20:00:57.771901
278,user_513,2069,3.2182799020788337,1,4,12,74.92837126957764,8,2025-02-21 20:00:57.771901
279,user_955,570,4.451967420543098,1,4,14,49.72559303146882,7,2025-03-10 20:00:57.773409
280,user_531,1177,4.580966906728048,1,2,14,87.95818549515292,9,2025-06-27 20:00:57.773409
281,user_57,880,3.6158175263429637,0,2,13,34.3663192609103,1,2025-10-31 20:00:57.774419
282,user_226,773,3.5983181019698645,1,4,10,44.10721582507837,8,2025-03-19 20:00:57.774419
