user_id,age,gender,weight,height,fitness_level,primary_goal,secondary_goal,workout_days_per_week,session_duration,available_equipment,has_injuries
user_46,24,male,54.7,1.74,beginner,strength,weight_loss,3,50.4,none,1
user_47,25,male,88.1,1.95,beginner,strength,endurance,2,84.6,"barbell,dumbbells",0
user_48,52,female,59.7,1.71,beginner,general_fitness,general_fitness,3,73.8,dumbbells,0
user_49,31,female,79.7,1.54,intermediate,strength,strength,4,61.800000000000004,dumbbells,0
user_50,34,female,51.0,1.62,intermediate,muscle_gain,muscle_gain,3,85.19999999999999,"barbell,dumbbells",1
user_51,53,male,84.2,1.76,advanced,endurance,strength,5,100.19999999999999,dumbbells,0
user_52,57,male,122.1,1.89,beginner,strength,strength,3,67.8,dumbbells,1
user_53,21,male,96.7,1.72,beginner,endurance,muscle_gain,3,75.6,"barbell,dumbbells",0
user_54,19,female,73.0,1.79,beginner,strength,strength,3,48.6,none,0
user_55,23,male,114.8,1.6,intermediate,muscle_gain,endurance,4,88.2,dumbbells,0
user_56,59,female,65.5,1.52,intermediate,general_fitness,general_fitness,3,84.0,none,1
user_57,21,female,50.3,1.52,beginner,endurance,endurance,3,64.80000000000001,dumbbells,0
user_58,46,female,61.0,1.71,advanced,strength,weight_loss,4,100.19999999999999,dumbbells,0
user_59,35,female,44.6,1.62,beginner,weight_loss,general_fitness,2,33.6,none,0
user_60,43,female,58.2,1.61,intermediate,strength,general_fitness,3,62.400000000000006,"barbell,dumbbells",0
user_61,51,female,44.8,1.63,intermediate,weight_loss,endurance,4,64.80000000000001,none,0
user_62,27,male,87.5,1.63,advanced,endurance,general_fitness,5,105.0,full_gym,0
user_63,53,male,51.8,1.74,intermediate,muscle_gain,muscle_gain,3,73.8,"barbell,dumbbells",0
user_64,31,female,64.4,1.7,advanced,endurance,weight_loss,5,118.2,"barbell,dumbbells",0
user_65,48,female,67.1,1.61,beginner,muscle_gain,strength,2,37.2,"barbell,dumbbells",0
user_66,32,male,85.9,1.6,advanced,strength,weight_loss,5,119.4,"barbell,dumbbells",0
user_67,25,female,65.4,1.77,beginner,endurance,strength,3,53.4,"barbell,dumbbells",0
user_68,31,female,61.1,1.76,advanced,endurance,muscle_gain,4,108.60000000000001,"barbell,dumbbells",0
user_69,40,male,106.5,1.65,intermediate,general_fitness,general_fitness,4,79.2,full_gym,0
user_70,57,female,64.0,1.52,advanced,strength,endurance,5,103.8,dumbbells,0
user_71,38,female,61.4,1.54,intermediate,strength,strength,3,88.2,none,0
user_72,33,female,40.5,1.63,intermediate,endurance,strength,4,64.2,full_gym,0
user_73,35,male,70.1,1.79,intermediate,general_fitness,muscle_gain,3,64.80000000000001,full_gym,0
user_74,41,male,94.1,1.62,intermediate,strength,strength,4,67.8,"barbell,dumbbells",0
user_75,43,male,55.5,1.82,beginner,endurance,general_fitness,3,64.80000000000001,full_gym,1
user_76,42,female,53.7,1.72,beginner,muscle_gain,strength,3,82.2,dumbbells,1
user_77,58,female,66.1,1.75,beginner,endurance,muscle_gain,2,37.8,"barbell,dumbbells",0
user_78,46,male,103.9,1.77,beginner,muscle_gain,weight_loss,2,70.8,none,0
user_79,32,female,61.7,1.58,advanced,endurance,endurance,5,112.2,none,0
user_80,18,female,52.3,1.74,beginner,general_fitness,strength,2,72.0,full_gym,0
user_81,42,female,59.5,1.74,advanced,weight_loss,weight_loss,5,106.8,"barbell,dumbbells",1
user_82,24,female,72.9,1.76,beginner,strength,strength,3,51.6,none,0
user_83,26,female,76.7,1.63,beginner,strength,general_fitness,2,64.80000000000001,full_gym,1
user_84,41,male,72.1,1.83,intermediate,endurance,muscle_gain,3,67.8,"barbell,dumbbells",0
user_85,18,female,54.8,1.68,intermediate,endurance,general_fitness,4,76.2,dumbbells,0
user_86,25,male,105.0,1.88,intermediate,general_fitness,general_fitness,3,80.4,dumbbells,0
user_87,41,female,55.0,1.55,intermediate,muscle_gain,weight_loss,4,87.0,"barbell,dumbbells",0
user_88,28,male,81.6,1.66,intermediate,endurance,muscle_gain,4,65.4,full_gym,0
user_89,34,female,75.6,1.6,beginner,muscle_gain,general_fitness,2,38.4,none,0
user_90,25,male,81.5,1.61,advanced,strength,strength,4,115.8,dumbbells,0
user_91,52,female,61.5,1.69,advanced,general_fitness,weight_loss,4,108.0,dumbbells,1
user_92,52,male,74.0,1.63,intermediate,general_fitness,strength,3,75.6,dumbbells,0
user_93,50,female,56.4,1.59,beginner,muscle_gain,weight_loss,3,75.6,dumbbells,1
user_94,22,male,102.6,1.84,intermediate,strength,general_fitness,3,75.0,dumbbells,0
user_95,59,female,54.6,1.57,beginner,endurance,strength,3,34.8,dumbbells,1
user_96,56,male,129.0,1.78,beginner,weight_loss,general_fitness,2,77.4,none,0
user_97,58,male,103.5,1.66,beginner,strength,weight_loss,3,79.80000000000001,dumbbells,1
user_98,45,female,59.4,1.51,intermediate,muscle_gain,strength,4,69.0,"barbell,dumbbells",1
user_99,24,female,60.1,1.79,advanced,muscle_gain,muscle_gain,4,118.2,dumbbells,0
user_100,26,male,77.7,1.62,intermediate,endurance,general_fitness,3,69.6,full_gym,1
user_101,25,female,41.2,1.62,intermediate,strength,endurance,4,89.4,none,0
user_102,29,male,58.6,1.61,intermediate,strength,general_fitness,3,72.0,dumbbells,0
user_103,51,male,109.3,1.78,beginner,strength,endurance,3,32.400000000000006,dumbbells,0
user_104,50,male,69.6,1.96,beginner,muscle_gain,endurance,3,58.199999999999996,full_gym,1
user_105,40,female,56.2,1.79,advanced,muscle_gain,muscle_gain,5,107.4,dumbbells,0
user_106,41,male,71.7,1.96,beginner,endurance,strength,2,30.6,dumbbells,0
user_107,54,male,86.0,1.93,advanced,strength,muscle_gain,5,104.4,full_gym,0
user_108,52,female,79.4,1.59,intermediate,muscle_gain,endurance,3,83.39999999999999,full_gym,0
user_109,57,female,78.4,1.62,intermediate,weight_loss,endurance,4,60.6,"barbell,dumbbells",0
user_110,39,female,55.4,1.6,intermediate,muscle_gain,general_fitness,3,86.39999999999999,full_gym,0
user_111,44,female,61.7,1.55,intermediate,strength,endurance,4,84.6,full_gym,0
user_112,52,male,85.5,1.82,advanced,endurance,muscle_gain,4,106.8,"barbell,dumbbells",1
user_113,18,male,87.6,1.93,advanced,weight_loss,general_fitness,4,103.2,"barbell,dumbbells",0
user_114,52,male,82.4,1.72,intermediate,endurance,strength,4,60.6,"barbell,dumbbells",0
user_115,54,male,67.0,1.68,beginner,endurance,endurance,3,33.0,"barbell,dumbbells",0
user_116,31,female,42.3,1.6,intermediate,endurance,weight_loss,3,65.4,dumbbells,0
user_117,20,male,82.7,1.99,advanced,strength,strength,5,101.39999999999999,none,0
user_118,18,male,92.4,1.74,beginner,muscle_gain,weight_loss,2,84.6,"barbell,dumbbells",0
user_119,22,female,63.2,1.54,intermediate,general_fitness,general_fitness,4,61.2,dumbbells,0
user_120,43,male,82.7,1.85,intermediate,endurance,muscle_gain,4,73.2,none,0
user_121,31,male,86.6,1.76,intermediate,muscle_gain,general_fitness,3,77.4,full_gym,0
user_122,56,male,129.5,1.95,beginner,weight_loss,general_fitness,2,60.0,none,0
user_123,44,male,98.0,1.83,intermediate,weight_loss,endurance,4,76.8,"barbell,dumbbells",0
user_124,26,male,86.2,1.68,advanced,endurance,general_fitness,5,118.2,dumbbells,0
user_125,32,male,78.6,1.62,beginner,general_fitness,weight_loss,3,76.8,full_gym,0
user_126,32,female,59.0,1.66,beginner,endurance,endurance,2,30.6,full_gym,0
user_127,43,female,57.3,1.79,advanced,weight_loss,endurance,4,118.8,dumbbells,0
user_128,59,male,122.3,1.89,beginner,general_fitness,strength,3,39.6,full_gym,0
user_129,30,male,85.3,1.95,advanced,general_fitness,endurance,5,96.60000000000001,"barbell,dumbbells",1
user_130,49,female,45.2,1.74,intermediate,muscle_gain,strength,3,74.4,dumbbells,0
user_131,56,male,55.6,1.92,beginner,endurance,endurance,3,40.800000000000004,none,0
user_132,49,male,82.8,1.95,advanced,weight_loss,muscle_gain,5,114.6,dumbbells,0
user_133,21,male,125.2,1.66,intermediate,strength,weight_loss,3,82.8,dumbbells,0
user_134,47,female,58.5,1.79,intermediate,endurance,endurance,4,85.19999999999999,none,0
user_135,54,male,86.1,1.95,beginner,general_fitness,weight_loss,2,70.19999999999999,dumbbells,0
user_136,40,female,63.5,1.61,intermediate,strength,strength,3,78.60000000000001,"barbell,dumbbells",0
user_137,56,male,69.3,1.68,beginner,strength,muscle_gain,2,39.6,full_gym,0
user_138,32,female,70.5,1.62,beginner,weight_loss,strength,2,74.4,none,0
user_139,46,female,60.1,1.65,advanced,general_fitness,muscle_gain,4,101.39999999999999,none,0
user_140,53,male,94.1,1.95,beginner,general_fitness,general_fitness,3,53.4,full_gym,0
user_141,30,female,79.2,1.62,intermediate,general_fitness,strength,4,75.6,dumbbells,1
user_142,49,male,115.3,1.91,beginner,weight_loss,muscle_gain,2,82.8,full_gym,0
user_143,24,female,62.9,1.79,intermediate,general_fitness,weight_loss,4,85.19999999999999,"barbell,dumbbells",0
user_144,39,male,62.0,1.64,beginner,general_fitness,muscle_gain,3,58.199999999999996,dumbbells,0
user_145,45,male,88.5,1.78,advanced,general_fitness,muscle_gain,4,91.8,full_gym,0
user_146,19,female,73.9,1.77,intermediate,muscle_gain,general_fitness,3,76.8,none,0
user_147,59,male,50.3,1.95,beginner,strength,endurance,3,64.2,full_gym,0
user_148,23,male,83.1,1.8,beginner,muscle_gain,muscle_gain,3,42.0,none,0
user_149,45,female,65.1,1.78,beginner,general_fitness,endurance,3,87.6,dumbbells,1
user_150,45,male,46.6,1.79,intermediate,muscle_gain,strength,3,87.6,none,0
user_151,37,male,103.5,1.89,beginner,strength,general_fitness,2,32.400000000000006,none,0
user_152,47,female,61.9,1.54,advanced,weight_loss,muscle_gain,4,117.0,"barbell,dumbbells",1
user_153,28,female,52.0,1.61,intermediate,muscle_gain,weight_loss,3,79.2,none,0
user_154,45,male,113.4,1.71,beginner,muscle_gain,general_fitness,2,49.8,"barbell,dumbbells",1
user_155,42,male,62.9,1.98,intermediate,general_fitness,muscle_gain,4,85.19999999999999,"barbell,dumbbells",0
user_156,56,female,40.4,1.8,intermediate,general_fitness,muscle_gain,4,73.8,none,1
user_157,50,female,67.1,1.75,beginner,strength,strength,3,40.2,"barbell,dumbbells",0
user_158,18,male,70.0,1.61,beginner,strength,strength,2,78.0,none,1
user_159,44,female,69.5,1.75,beginner,strength,endurance,3,61.2,dumbbells,0
user_160,30,male,107.9,1.66,intermediate,endurance,weight_loss,3,64.80000000000001,full_gym,0
user_161,58,male,109.0,1.91,intermediate,strength,endurance,3,89.4,full_gym,1
user_162,20,male,101.0,1.91,intermediate,general_fitness,general_fitness,3,81.60000000000001,full_gym,0
user_163,56,male,88.5,1.85,advanced,endurance,strength,4,94.2,"barbell,dumbbells",0
user_164,23,male,80.9,1.8,advanced,weight_loss,endurance,4,93.0,none,0
user_165,25,female,43.1,1.62,intermediate,endurance,endurance,4,62.400000000000006,none,1
user_166,44,female,59.1,1.52,advanced,weight_loss,endurance,5,94.80000000000001,dumbbells,0
user_167,26,female,54.0,1.53,beginner,endurance,strength,3,68.39999999999999,"barbell,dumbbells",1
user_168,54,female,72.3,1.78,beginner,strength,weight_loss,2,76.2,"barbell,dumbbells",0
user_169,50,male,51.1,1.98,beginner,endurance,muscle_gain,2,55.2,dumbbells,0
user_170,59,male,89.4,1.72,beginner,endurance,weight_loss,3,64.80000000000001,full_gym,0
user_171,41,male,51.5,1.8,intermediate,strength,strength,4,65.4,dumbbells,0
user_172,32,male,87.9,1.88,advanced,weight_loss,endurance,5,91.2,dumbbells,0
user_173,49,female,42.0,1.52,beginner,endurance,general_fitness,3,66.0,dumbbells,0
user_174,49,male,79.2,1.72,beginner,muscle_gain,muscle_gain,3,87.6,full_gym,0
user_175,41,male,64.8,1.71,intermediate,general_fitness,strength,3,72.0,"barbell,dumbbells",0
user_176,58,female,63.0,1.78,advanced,endurance,strength,4,94.80000000000001,"barbell,dumbbells",1
user_177,29,female,56.2,1.77,beginner,weight_loss,general_fitness,3,40.800000000000004,"barbell,dumbbells",0
user_178,56,female,52.9,1.64,intermediate,strength,weight_loss,3,66.0,full_gym,0
user_179,19,female,49.0,1.69,beginner,endurance,general_fitness,3,63.0,none,0
user_180,20,male,128.2,1.84,beginner,weight_loss,general_fitness,3,49.8,dumbbells,0
user_181,54,male,83.6,1.86,advanced,strength,general_fitness,5,92.4,dumbbells,1
user_182,34,female,56.2,1.77,advanced,endurance,endurance,5,108.60000000000001,dumbbells,0
user_183,19,male,87.8,1.78,beginner,muscle_gain,weight_loss,2,76.8,"barbell,dumbbells",0
user_184,19,male,85.9,1.85,advanced,weight_loss,weight_loss,4,99.6,dumbbells,0
user_185,45,male,51.1,1.87,intermediate,weight_loss,strength,4,86.39999999999999,"barbell,dumbbells",1
user_186,40,female,57.4,1.71,advanced,weight_loss,strength,5,112.2,"barbell,dumbbells",0
user_187,54,male,114.9,1.92,intermediate,strength,general_fitness,4,72.0,"barbell,dumbbells",0
user_188,49,female,62.1,1.66,intermediate,strength,strength,3,82.2,none,1
user_189,50,male,57.1,1.91,intermediate,endurance,muscle_gain,4,65.4,full_gym,0
user_190,18,male,68.1,1.8,intermediate,strength,strength,4,66.0,dumbbells,0
user_191,36,male,69.2,1.65,beginner,weight_loss,strength,3,73.8,none,0
user_192,19,female,65.2,1.52,beginner,general_fitness,muscle_gain,3,73.8,full_gym,0
user_193,43,male,108.6,1.73,beginner,weight_loss,strength,2,79.80000000000001,dumbbells,0
user_194,49,female,40.0,1.65,intermediate,weight_loss,muscle_gain,3,61.800000000000004,none,0
user_195,23,female,41.9,1.58,beginner,weight_loss,general_fitness,3,33.6,full_gym,0
user_196,49,female,68.3,1.52,intermediate,endurance,strength,4,87.0,"barbell,dumbbells",1
user_197,21,male,88.4,1.6,advanced,strength,general_fitness,4,102.6,dumbbells,0
user_198,28,male,66.0,1.9,beginner,endurance,general_fitness,3,70.8,"barbell,dumbbells",1
user_199,34,male,71.9,1.64,intermediate,general_fitness,general_fitness,4,75.6,"barbell,dumbbells",0
user_200,55,male,75.6,1.71,intermediate,muscle_gain,weight_loss,4,61.800000000000004,none,0
user_201,41,female,63.4,1.59,advanced,muscle_gain,endurance,5,110.4,"barbell,dumbbells",1
user_202,22,female,71.6,1.77,beginner,weight_loss,endurance,3,89.4,"barbell,dumbbells",0
user_203,51,female,57.4,1.77,intermediate,strength,strength,4,64.80000000000001,none,0
user_204,23,male,83.8,1.99,advanced,general_fitness,endurance,4,107.4,"barbell,dumbbells",0
user_205,39,female,55.9,1.71,advanced,general_fitness,general_fitness,5,117.0,"barbell,dumbbells",0
user_206,28,male,87.0,1.76,intermediate,general_fitness,muscle_gain,3,72.0,none,0
user_207,33,female,65.3,1.71,intermediate,strength,strength,4,70.8,none,0
user_208,50,male,45.4,1.67,intermediate,weight_loss,strength,4,82.2,full_gym,0
user_209,26,male,87.1,1.87,advanced,general_fitness,muscle_gain,4,102.6,"barbell,dumbbells",0
user_210,23,female,78.6,1.73,intermediate,general_fitness,strength,4,88.2,full_gym,1
user_211,33,female,78.0,1.71,beginner,weight_loss,strength,3,64.80000000000001,dumbbells,0
user_212,46,female,58.0,1.53,advanced,general_fitness,weight_loss,4,109.80000000000001,"barbell,dumbbells",0
user_213,20,female,71.3,1.69,intermediate,endurance,strength,3,76.8,"barbell,dumbbells",0
user_214,37,male,49.1,1.74,intermediate,strength,strength,3,66.60000000000001,"barbell,dumbbells",0
user_215,53,female,78.3,1.65,beginner,weight_loss,muscle_gain,3,74.4,full_gym,1
user_216,36,female,57.3,1.64,intermediate,weight_loss,weight_loss,4,67.8,dumbbells,0
user_217,43,female,48.4,1.61,beginner,strength,strength,2,76.8,dumbbells,1
user_218,20,male,76.4,1.62,intermediate,general_fitness,weight_loss,4,81.0,none,0
user_219,36,male,110.2,1.77,beginner,strength,strength,2,71.39999999999999,"barbell,dumbbells",0
user_220,37,female,72.9,1.76,intermediate,strength,general_fitness,3,72.6,full_gym,0
user_221,49,male,82.1,1.86,advanced,endurance,strength,4,112.2,dumbbells,0
user_222,24,female,58.9,1.76,beginner,strength,endurance,3,37.8,"barbell,dumbbells",0
user_223,58,male,82.2,1.87,advanced,weight_loss,weight_loss,4,94.2,dumbbells,0
user_224,50,male,96.7,1.72,intermediate,muscle_gain,strength,3,87.6,full_gym,0
user_225,57,male,81.4,1.86,advanced,strength,muscle_gain,5,108.0,full_gym,0
user_226,56,male,107.8,1.73,intermediate,weight_loss,endurance,3,65.4,full_gym,0
user_227,35,female,65.8,1.62,intermediate,strength,weight_loss,4,60.0,dumbbells,0
user_228,57,female,68.5,1.56,intermediate,endurance,strength,4,87.0,full_gym,0
user_229,18,female,63.9,1.59,advanced,muscle_gain,general_fitness,4,112.2,full_gym,0
user_230,28,male,76.3,1.62,intermediate,strength,strength,3,69.6,full_gym,0
user_231,45,female,44.5,1.65,beginner,general_fitness,weight_loss,3,86.39999999999999,none,0
user_232,42,female,50.7,1.75,intermediate,muscle_gain,muscle_gain,3,77.4,full_gym,0
user_233,40,female,55.1,1.61,advanced,strength,weight_loss,4,93.0,dumbbells,0
user_234,48,male,73.7,1.61,intermediate,endurance,muscle_gain,4,81.60000000000001,dumbbells,0
user_235,47,male,55.6,1.77,intermediate,general_fitness,muscle_gain,4,72.0,dumbbells,1
user_236,59,male,86.9,1.76,intermediate,strength,weight_loss,3,67.8,dumbbells,0
user_237,52,female,60.3,1.68,advanced,strength,strength,4,96.0,full_gym,0
user_238,24,female,40.4,1.64,beginner,muscle_gain,general_fitness,2,59.4,"barbell,dumbbells",0
user_239,33,female,78.5,1.66,intermediate,endurance,strength,4,77.4,dumbbells,0
user_240,43,male,102.6,1.72,beginner,muscle_gain,strength,2,49.199999999999996,dumbbells,0
user_241,19,male,110.8,1.91,beginner,strength,weight_loss,2,78.60000000000001,"barbell,dumbbells",0
user_242,18,female,60.9,1.79,beginner,muscle_gain,weight_loss,2,66.60000000000001,none,0
user_243,29,male,55.7,1.61,beginner,general_fitness,weight_loss,3,84.6,dumbbells,0
user_244,22,male,110.5,1.92,intermediate,strength,muscle_gain,3,69.6,full_gym,0
user_245,54,male,55.2,1.71,beginner,muscle_gain,weight_loss,2,46.2,"barbell,dumbbells",0
user_246,49,male,46.5,1.72,intermediate,general_fitness,weight_loss,4,84.0,dumbbells,0
user_247,26,female,70.9,1.66,beginner,general_fitness,endurance,3,48.6,full_gym,0
user_248,58,male,74.6,1.75,beginner,muscle_gain,general_fitness,2,65.4,full_gym,1
user_249,52,male,45.1,1.72,beginner,endurance,general_fitness,2,55.800000000000004,dumbbells,0
user_250,36,male,99.9,1.99,beginner,general_fitness,weight_loss,3,79.80000000000001,"barbell,dumbbells",1
user_251,33,male,117.0,1.61,intermediate,general_fitness,weight_loss,3,62.400000000000006,full_gym,0
user_252,20,female,75.9,1.73,intermediate,endurance,strength,4,83.39999999999999,none,0
user_253,37,female,71.2,1.64,intermediate,muscle_gain,endurance,3,66.60000000000001,full_gym,0
user_254,41,male,78.8,1.72,intermediate,general_fitness,strength,4,60.6,full_gym,1
user_255,50,male,50.6,1.69,beginner,endurance,strength,2,78.60000000000001,"barbell,dumbbells",0
user_256,41,male,82.5,1.79,advanced,general_fitness,weight_loss,4,101.39999999999999,full_gym,1
user_257,28,male,108.5,1.79,intermediate,general_fitness,strength,4,79.80000000000001,"barbell,dumbbells",0
user_258,25,male,49.9,1.98,intermediate,strength,endurance,3,69.0,dumbbells,0
user_259,53,male,125.1,1.91,beginner,weight_loss,general_fitness,2,31.200000000000003,"barbell,dumbbells",0
user_260,55,female,79.7,1.66,beginner,general_fitness,muscle_gain,2,63.6,"barbell,dumbbells",0
user_261,57,male,126.8,1.63,beginner,muscle_gain,weight_loss,2,57.599999999999994,none,1
user_262,37,female,54.6,1.57,beginner,general_fitness,strength,3,78.60000000000001,full_gym,0
user_263,52,female,47.8,1.54,intermediate,strength,endurance,3,80.4,dumbbells,0
user_264,42,male,97.9,1.91,intermediate,strength,strength,3,60.6,none,1
user_265,52,female,63.1,1.54,intermediate,weight_loss,strength,3,81.60000000000001,"barbell,dumbbells",0
user_266,42,female,72.4,1.69,intermediate,endurance,strength,3,64.2,full_gym,0
user_267,46,female,58.9,1.7,advanced,weight_loss,strength,4,91.2,full_gym,0
user_268,35,female,50.4,1.6,intermediate,endurance,strength,4,61.800000000000004,full_gym,0
user_269,35,female,64.2,1.59,advanced,endurance,strength,5,97.8,dumbbells,0
user_270,19,female,58.8,1.77,beginner,strength,general_fitness,2,84.0,dumbbells,0
user_271,52,male,105.2,1.62,beginner,muscle_gain,strength,3,81.60000000000001,full_gym,0
user_272,33,female,45.9,1.5,beginner,muscle_gain,weight_loss,3,55.2,none,0
user_273,58,female,65.2,1.63,intermediate,strength,weight_loss,3,67.2,none,0
user_274,53,female,56.3,1.79,advanced,strength,general_fitness,5,91.2,dumbbells,0
user_275,50,male,90.0,1.7,beginner,general_fitness,general_fitness,2,48.6,full_gym,0
user_276,21,female,60.0,1.7,advanced,weight_loss,weight_loss,5,118.2,"barbell,dumbbells",0
user_277,50,male,51.5,1.71,beginner,weight_loss,strength,2,88.8,full_gym,0
user_278,31,female,63.1,1.64,advanced,strength,endurance,4,92.4,full_gym,0
user_279,38,male,91.5,1.77,beginner,muscle_gain,muscle_gain,2,48.0,"barbell,dumbbells",0
user_280,37,male,48.7,1.67,beginner,muscle_gain,muscle_gain,2,83.39999999999999,"barbell,dumbbells",0
user_281,25,female,57.8,1.56,intermediate,general_fitness,general_fitness,3,81.0,none,0
user_282,24,female,42.0,1.75,beginner,muscle_gain,strength,3,49.8,dumbbells,0
user_283,20,male,128.4,1.92,beginner,endurance,endurance,2,37.8,dumbbells,0
user_284,34,female,74.2,1.57,beginner,strength,strength,3,88.2,full_gym,0
user_285,50,male,89.6,1.68,advanced,weight_loss,weight_loss,5,107.4,none,0
user_286,29,male,125.9,2.0,intermediate,muscle_gain,strength,4,81.60000000000001,none,0
user_287,39,male,105.5,1.99,beginner,muscle_gain,general_fitness,2,48.6,full_gym,0
user_288,39,male,93.4,1.7,intermediate,general_fitness,general_fitness,4,66.0,dumbbells,1
user_289,47,male,82.1,1.84,intermediate,general_fitness,muscle_gain,4,82.2,full_gym,0
user_290,55,female,42.9,1.69,beginner,general_fitness,weight_loss,2,54.0,none,0
user_291,55,male,128.4,1.68,intermediate,weight_loss,strength,4,67.8,full_gym,0
user_292,25,male,112.4,1.96,beginner,endurance,endurance,2,85.19999999999999,dumbbells,0
user_293,44,female,77.7,1.79,beginner,endurance,strength,3,84.6,"barbell,dumbbells",0
user_294,44,male,89.3,1.99,intermediate,weight_loss,endurance,4,84.0,"barbell,dumbbells",0
user_295,51,female,70.3,1.55,beginner,muscle_gain,weight_loss,3,84.0,"barbell,dumbbells",0
user_296,38,female,59.1,1.72,intermediate,strength,general_fitness,3,64.2,dumbbells,0
user_297,47,female,49.9,1.69,intermediate,strength,muscle_gain,3,88.8,full_gym,0
user_298,50,male,101.7,1.67,beginner,weight_loss,endurance,2,31.8,"barbell,dumbbells",0
user_299,45,male,93.0,1.91,intermediate,endurance,weight_loss,3,61.800000000000004,"barbell,dumbbells",1
user_300,50,male,87.4,1.6,beginner,muscle_gain,muscle_gain,2,46.2,full_gym,0
user_301,22,female,55.1,1.61,advanced,general_fitness,general_fitness,4,97.2,dumbbells,0
user_302,36,male,123.7,1.69,intermediate,muscle_gain,strength,4,78.0,none,0
